transaction_line_id,transaction_id,sku_code,quantity,unit_price,discount_amount,tax_amount,line_total,created_at
LINE000000015125,38de1172-164f-4a2b-8869-2e2385b88545,MAC202101-128-BLU,1,316.99,0.0,57.06,374.05,2022-11-21
LINE000000015126,bb640d3a-9121-4aee-bed1-bd5f56861e31,MAC202101-512-SPA,1,442.87,22.14,42.07,462.8,2023-10-10
LINE000000015127,58f9b640-b6f8-4dae-855c-2b8980768467,WCH202101-45mm,1,1036.93,51.85,68.96,1054.04,2022-11-25
LINE000000015128,69ac7ca4-2b33-4d2a-9704-4171987f74e7,WCH202101-45mm,1,1026.4,102.64,64.66,988.42,2024-08-06
LINE000000015129,8cd68343-ccb6-407f-9233-b8a2e48497e0,IPD202101-512-SIL,1,992.2,49.61,65.98,1008.57,2024-10-31
LINE000000015130,8ac3a04d-a43d-41e3-a715-328d4c77f4d9,IPH202101-512-BLA,1,1714.57,0.0,120.02,1834.59,2018-01-30
LINE000000015131,8db1f327-69e8-45cb-9fde-09f8d09fdce7,MAC202101-128-SIL,1,1806.0,90.3,120.1,1835.8,2023-07-29
LINE000000015132,dd6a085d-e516-48e2-b27b-18a0d6401599,IPD202101-512-SPA,1,452.94,0.0,31.71,484.65,2019-09-01
LINE000000015133,ce35bcee-9738-4336-99f6-15c79c1615ca,HMP202101-STD,1,656.83,32.84,43.68,667.67,2024-12-25
LINE000000015134,592c8b66-d629-44d0-a233-86f6d75c047c,MAC202101-128-GOL,1,324.27,0.0,22.7,346.97,2024-06-18
LINE000000015135,0c9da547-2d38-4ecd-8f8d-911c53dd2a4a,MAC202101-128-SIL,1,1390.39,139.04,87.59,1338.94,2023-02-02
LINE000000015136,b2127c04-4268-4cd2-aa50-e9c04b61998a,IPD202101-128-SPA,1,877.58,87.76,55.29,845.11,2022-12-24
LINE000000015137,a81a534d-4411-4892-afd0-bf834d8618b5,IPD202101-128-SIL,1,1511.25,151.12,95.21,1455.34,2020-03-28
LINE000000015138,62326d5f-43c5-4ac3-82dd-3f45959b2677,HMP202101-STD,1,1037.83,51.89,177.47,1163.41,2023-11-02
LINE000000015139,7476e1bd-4e47-446a-8d7f-eb125365746a,IPD202101-256-GOL,1,623.0,0.0,43.61,666.61,2023-09-22
LINE000000015140,a74cabda-e14b-4e0f-b6c7-aebdd7c45259,IPH202101-256-BLA,1,1648.15,82.41,109.6,1675.34,2022-08-02
LINE000000015141,aad495e5-fa42-4baa-a6be-7d86d6e099dc,WCH202101-41mm,1,1092.16,0.0,76.45,1168.61,2022-09-22
LINE000000015142,bb0b2cb7-639f-4393-9186-f748aa82e6c5,IPD202101-256-GOL,1,1309.02,130.9,82.47,1260.59,2024-10-05
LINE000000015143,4e9b5f7f-f288-42d8-8409-a00d70ea0e38,MAC202101-512-GOL,1,356.41,35.64,22.45,343.22,2022-11-09
LINE000000015144,8feb1a5d-fa05-4a8e-b4ae-9510811b7ee9,IPH202101-128-SPA,1,1952.5,195.25,175.73,1932.98,2019-02-23
LINE000000015145,c91f5c29-e8aa-443d-8cf3-1967d8db6aa6,IPH202101-512-BLU,1,400.98,20.05,26.67,407.6,2022-10-14
LINE000000015146,72450445-f2e6-4c46-a0bc-755fb880fde6,MAC202101-128-GOL,1,1192.31,0.0,83.46,1275.77,2024-10-28
LINE000000015147,33c14967-3901-40af-bd1b-785fdbc951dc,HMP202101-STD,1,878.36,87.84,55.34,845.86,2023-07-07
LINE000000015148,a4699ff9-c635-4305-9b80-898d3b8ee0b2,MAC202101-512-SPA,1,626.32,0.0,43.84,670.16,2022-07-22
LINE000000015149,e2ef507a-d8bc-47f3-b6d4-8bb66c321ea3,IPH202101-512-SIL,1,883.01,88.3,143.05,937.76,2023-05-15
LINE000000015150,c6264a9e-8162-40dd-946e-8014238a6baf,IPD202101-512-SIL,1,533.44,0.0,37.34,570.78,2024-12-26
LINE000000015151,0ec90920-34a1-4de8-a3d7-7019bcbb90df,IPH202101-256-BLU,1,1718.24,171.82,154.64,1701.06,2018-09-26
LINE000000015152,8e0f9b89-aa64-4f84-9912-4049ce7d0609,MAC202101-512-GOL,1,720.15,36.01,47.89,732.03,2021-04-20
LINE000000015153,eceddddc-f5ea-4708-ae3e-d7bb691f455d,MAC202101-512-BLA,1,618.07,61.81,38.94,595.2,2018-10-14
LINE000000015154,1e37bec4-dfbc-4b44-97d0-65fd92e85847,IPD202101-128-SIL,1,1995.75,99.79,132.72,2028.68,2021-06-01
LINE000000015155,224473c1-ef6b-47cd-9621-f2947ab53939,MAC202101-128-BLU,1,1768.54,88.43,117.61,1797.72,2022-10-21
LINE000000015156,b0c02bd4-9ece-4fff-91e0-6aed84fe8eee,IPD202101-256-SPA,1,1914.0,95.7,127.28,1945.58,2022-06-07
LINE000000015157,1dc3244d-8a16-414a-a583-d925cb2546b5,IPH202101-128-GOL,1,924.82,0.0,64.74,989.56,2022-02-07
LINE000000015158,1ef0c253-949c-46da-9818-c32fa0df2d26,MAC202101-128-BLU,1,617.96,61.8,38.93,595.09,2024-10-25
LINE000000015159,955a56b7-f503-4fc1-a7d1-2ce20832e4f0,MAC202101-256-GOL,1,1095.14,54.76,72.83,1113.21,2020-02-05
LINE000000015160,a1bdc9af-9872-4d71-ace2-76e30f8c053d,IPD202101-256-GOL,1,1457.76,0.0,145.78,1603.54,2023-02-12
LINE000000015161,c5faafae-728b-4693-96eb-4afc4337658a,IPH202101-128-SIL,1,1104.75,110.48,99.43,1093.7,2023-05-11
LINE000000015162,149fce97-60b6-4cc3-a5c8-3f51b2e257ee,IPD202101-512-SIL,1,1077.87,53.89,102.4,1126.38,2023-09-03
LINE000000015163,497d6f5b-5728-499a-bda0-6edceab6c0a5,IPH202101-512-BLU,1,1681.39,0.0,168.14,1849.53,2016-10-05
LINE000000015164,aaa90b53-2120-47a0-a924-63d41154771d,IPH202101-512-SIL,1,758.41,75.84,68.26,750.83,2020-10-20
LINE000000015165,15600e7b-ea4f-4465-b226-9b165bc17382,IPD202101-512-GOL,1,1171.67,58.58,200.36,1313.45,2023-02-28
LINE000000015166,0fd19f0a-aca8-49cd-86b1-7b810228bb18,IPD202101-256-BLU,1,1041.11,0.0,187.4,1228.51,2024-02-11
LINE000000015167,a4c7bbda-7e4a-4fe1-9881-0ef8f920b806,IPD202101-512-GOL,1,1731.29,0.0,121.19,1852.48,2024-02-04
LINE000000015168,a421f4f8-b710-4747-830e-b8ba23d3ef28,IPH202101-512-SIL,1,1841.39,184.14,116.01,1773.26,2024-09-04
LINE000000015169,56ced4e9-9e35-4445-9b6a-cba86bac048c,DSP202101-27inch,1,1341.16,134.12,84.49,1291.53,2024-11-24
LINE000000015170,bf00cd69-2e92-4acd-97ee-97299d920bfa,WCH202101-45mm,1,1210.82,60.54,80.52,1230.8,2024-12-29
LINE000000015171,b7fe225f-dec8-4f12-99a5-3e77bf782e0b,IPH202101-512-BLA,1,1732.06,0.0,121.24,1853.3,2024-11-09
LINE000000015172,a7700b62-3762-46c7-acee-ce744a3f3faa,MAC202101-256-SIL,1,1838.31,0.0,128.68,1966.99,2024-12-14
LINE000000015173,3dba6331-efd7-4333-a574-0da0b9d262f6,IPD202101-128-SIL,1,428.94,42.89,27.02,413.07,2024-12-18
LINE000000015174,4cf29425-8ea4-4620-9954-2b3f92f32888,MAC202101-128-SPA,1,1056.24,105.62,66.54,1017.16,2024-10-14
LINE000000015175,024c6f30-bd9d-4c82-831b-9cfb282f9627,IPH202101-512-GOL,1,1050.85,105.08,66.2,1011.97,2021-07-31
LINE000000015176,2534f576-d7f4-47ed-9f4f-d1f4a8fad063,IPH202101-128-SPA,1,1189.62,59.48,203.43,1333.57,2024-08-13
LINE000000015177,0eee339a-62bd-4b71-bca6-da1eb7e02553,IPD202101-512-BLA,1,1057.88,0.0,74.05,1131.93,2023-02-17
LINE000000015178,cf2a9e41-081c-4ad1-95e2-a7c19b43d09d,IPD202101-256-SIL,1,1277.9,127.79,80.51,1230.62,2017-02-28
LINE000000015179,bc12f340-1b86-4e45-ae7a-08d780c6f773,IPH202101-256-BLA,1,1052.68,105.27,66.32,1013.73,2019-09-21
LINE000000015180,cb168662-9c92-4c83-b8c0-00a20f4fe134,IPD202101-256-SIL,1,766.44,0.0,53.65,820.09,2019-12-05
LINE000000015181,4412d3dc-cd70-42ba-b80c-db32f6db80fc,MAC202101-128-BLA,1,790.66,79.07,49.81,761.4,2024-11-16
LINE000000015182,94506fe1-f35b-4b72-b761-913c811eb427,IPH202101-128-SIL,1,1464.83,146.48,237.3,1555.65,2021-01-14
LINE000000015183,8511cea3-d7ea-4efb-8e43-b384d773d355,IPH202101-128-BLU,1,1332.42,66.62,227.84,1493.64,2018-11-23
LINE000000015184,a59bb062-ffa9-4e9f-99e3-8dcfd0f1c30e,TV202101-STD,1,1526.27,152.63,247.26,1620.9,2019-12-14
LINE000000015185,6e302ce6-1bca-4901-bebf-f29d9d77e2ff,MAC202101-128-BLU,1,404.42,20.22,69.16,453.36,2023-11-17
LINE000000015186,6312bc1c-1334-4537-aae2-acaded3bfc8c,IPD202101-128-BLU,1,1223.19,0.0,85.62,1308.81,2024-03-25
LINE000000015187,437d2f60-0d8e-43a2-84db-5dd281b10e4c,MAC202101-512-SPA,1,583.88,0.0,40.87,624.75,2020-01-02
LINE000000015188,d6e61dab-fa81-4dda-971d-747c1f77667e,ACC202101-STD,2,1296.56,129.66,172.44,2635.9,2020-10-09
LINE000000015189,cbec1bca-7781-418b-8e9c-7b80cc276e2d,IPD202101-512-BLA,1,1434.47,0.0,100.41,1534.88,2023-10-23
LINE000000015190,e87dd242-d720-4caf-8eef-79cbde6b2384,HMP202101-STD,1,460.29,0.0,32.22,492.51,2017-10-17
LINE000000015191,220ad15f-30d2-4099-b099-5edeb75dff2f,IPD202101-256-BLU,1,1982.09,198.21,124.87,1908.75,2015-08-01
LINE000000015192,289bb7e5-3876-48ba-bc55-c624d135276f,DSP202101-27inch,1,998.64,99.86,62.91,961.69,2021-10-12
LINE000000015193,8bca47c0-6982-472e-9cc2-afd99818c2f8,IPH202101-128-BLU,1,1367.96,0.0,95.76,1463.72,2023-12-06
LINE000000015194,4149d215-8a39-4e5b-b23b-fa71e6f56066,MAC202101-256-SPA,1,1574.18,157.42,99.17,1515.93,2023-09-20
LINE000000015195,2da82f10-4c91-47dc-89bc-f42e594c818f,IPD202101-128-BLU,1,1295.4,64.77,86.14,1316.77,2019-11-14
LINE000000015196,abbc54f2-3ba4-4e32-acd3-92bcffc6532d,MAC202101-256-BLU,1,1284.84,128.48,80.95,1237.31,2021-04-13
LINE000000015197,6aaa2799-f104-4bc6-a841-2b0b70038dee,IPD202101-512-SIL,1,618.63,0.0,43.3,661.93,2018-11-15
LINE000000015198,0b535dbf-1b66-4b56-949f-6c0e22148e63,IPD202101-128-SPA,1,407.35,20.37,27.09,414.07,2024-11-23
LINE000000015199,7146eacc-4d94-43cd-b567-392e25b69cc8,IPH202101-256-SIL,1,1424.77,0.0,142.48,1567.25,2018-11-09
LINE000000015200,ecd817a9-17fa-4e13-a39d-a059f61f4394,MAC202101-128-GOL,1,1099.83,0.0,109.98,1209.81,2023-07-05
LINE000000015201,87a94ee5-20f1-4537-a13a-645c67a48a5c,IPD202101-128-BLA,1,1276.43,0.0,127.64,1404.07,2021-04-09
LINE000000015202,12447b72-9fba-45a9-bd96-d25fab3ba811,IPD202101-512-BLU,1,1213.4,60.67,80.69,1233.42,2021-10-01
LINE000000015203,7ca10428-641b-41cc-9190-625b5d22eaf2,IPD202101-128-GOL,1,1304.88,65.24,86.77,1326.41,2022-07-28
LINE000000015204,bf464b91-aaa5-4908-b910-49b399e4515a,MAC202101-256-BLA,1,1028.87,102.89,64.82,990.8,2021-09-11
LINE000000015205,79dbc9b8-b8ae-41c3-b34b-fa01d6479c40,IPH202101-256-SPA,1,1324.57,132.46,83.45,1275.56,2023-08-31
LINE000000015206,7b1ee0a7-94da-4c31-a2fb-9608e4b6e1ca,MAC202101-512-SPA,1,1077.82,53.89,71.68,1095.61,2024-12-19
LINE000000015207,a83bc3a3-708c-4c7c-981d-4c1bdb62423f,IPH202101-512-BLA,1,1150.57,0.0,80.54,1231.11,2022-10-18
LINE000000015208,21894cc7-7530-4d47-b520-bed5df0ad73f,IPD202101-128-BLU,1,457.72,0.0,32.04,489.76,2021-12-25
LINE000000015209,360f997d-79cd-4067-9cef-3196f45b21d4,WCH202101-41mm,1,538.17,0.0,37.67,575.84,2024-12-30
LINE000000015210,a2bcbc9d-dff8-4d84-a698-c232020c6447,IPD202101-256-BLA,1,1706.4,170.64,107.5,1643.26,2020-11-09
LINE000000015211,fcf702ba-a7d2-466c-a137-726a53cd5986,IPD202101-128-SPA,1,1001.34,0.0,70.09,1071.43,2017-10-16
LINE000000015212,8ee0c231-7dad-4e25-adcb-a078749f4c59,IPD202101-128-SIL,1,1453.0,145.3,130.77,1438.47,2023-10-28
LINE000000015213,52557e4e-92ac-4155-b750-8eeb4e341ab8,IPD202101-128-BLU,1,790.76,39.54,75.12,826.34,2024-09-27
LINE000000015214,de3ce93e-ae93-4660-a1cb-6b5c6eb49cf2,MAC202101-128-SPA,1,1207.71,120.77,108.69,1195.63,2023-09-21
LINE000000015215,934c663e-cd55-4384-a0d3-83920f018d1a,IPH202101-128-SIL,1,643.77,0.0,64.38,708.15,2023-04-13
LINE000000015216,6cfbadca-f0ab-4b00-8098-9184546da247,HMP202101-STD,1,744.17,0.0,74.42,818.59,2024-09-11
LINE000000015217,c68b290c-bf65-40ed-a5b9-007a9cf81e1e,IPH202101-512-SIL,1,647.27,0.0,64.73,712.0,2024-10-09
LINE000000015218,6fe545d0-fd7e-4e15-b801-5365a29eba7c,IPD202101-256-BLA,1,1688.61,84.43,160.42,1764.6,2023-09-23
LINE000000015219,1b6ebf70-771e-4582-b4cc-bf0c8295adf2,MAC202101-512-GOL,1,1428.27,0.0,99.98,1528.25,2024-12-18
LINE000000015220,d42ba8ce-5544-4c9e-b178-140596827157,IPD202101-128-GOL,1,561.26,28.06,37.32,570.52,2023-10-15
LINE000000015221,7a0089c0-0043-4c4e-9e76-a4b2e473c19f,IPD202101-128-BLA,1,1138.89,0.0,79.72,1218.61,2024-02-09
LINE000000015222,685b2720-d316-46a4-83f4-a6040b7ea747,MAC202101-256-BLA,1,1746.16,174.62,110.01,1681.55,2021-09-01
LINE000000015223,bf838360-f58f-4599-927a-b00f45b7a848,IPH202101-512-SPA,1,885.23,88.52,55.77,852.48,2024-08-18
LINE000000015224,d1968bfa-8f26-482e-b91d-9bcc8127fe7b,IPH202101-256-SIL,1,946.09,47.3,161.78,1060.57,2023-11-23
LINE000000015225,8b6a76c2-4904-4905-8114-f0fa521d0589,IPH202101-256-BLU,1,1858.2,185.82,301.03,1973.41,2024-09-14
LINE000000015226,fb78493d-a551-49b1-98ef-4a2ffe09b9b7,IPD202101-256-SPA,1,1030.38,0.0,72.13,1102.51,2016-06-12
LINE000000015227,3d7fd983-0250-42db-b566-7d8aef413cfa,IPH202101-512-BLU,1,1263.31,0.0,227.4,1490.71,2024-10-09
LINE000000015228,b9f699ab-253f-4ee8-8186-c501896e5b26,IPH202101-128-BLU,1,1696.22,169.62,274.79,1801.39,2024-11-18
LINE000000015229,adbd9857-cd3b-463a-88fd-4622b933641f,IPH202101-512-BLU,1,1455.95,0.0,262.07,1718.02,2022-04-12
LINE000000015230,dbd84af3-567e-4704-b941-e6fa02b6c99b,WCH202101-45mm,1,952.26,0.0,95.23,1047.49,2024-09-17
LINE000000015231,d33d673b-8880-43de-a97b-e07ab5247f6f,AIR202101-STD,1,1536.89,153.69,138.32,1521.52,2023-10-17
LINE000000015232,9fa5b02a-1b01-4ee2-bf3e-87216c639842,IPD202101-128-BLU,1,479.71,47.97,43.17,474.91,2024-09-10
LINE000000015233,45df3bcc-fd7a-43f1-bc35-62d2f1fc37e0,IPD202101-512-BLA,1,845.65,0.0,59.2,904.85,2024-01-29
LINE000000015234,330cb7a4-6930-4676-a92b-27f21980aab6,IPH202101-512-SIL,1,1029.28,51.46,68.45,1046.27,2024-10-11
LINE000000015235,d65d69d7-51e9-4b4f-94d2-605d71976258,MAC202101-512-SPA,1,937.87,93.79,59.09,903.17,2024-06-30
LINE000000015236,a374373a-8f78-4529-b4f4-0cbd50592964,IPD202101-512-SPA,1,436.42,43.64,27.49,420.27,2021-10-13
LINE000000015237,13e81093-e22d-4580-9063-47bfeb40dfd4,MAC202101-256-BLU,1,1757.74,87.89,116.89,1786.74,2024-02-17
LINE000000015238,91efd4c6-4091-4cab-8ee7-87e46b4b3673,DSP202101-32inch,1,1530.58,0.0,107.14,1637.72,2021-09-21
LINE000000015239,4255fc54-8dc5-466b-a941-c03438f1e465,IPH202101-512-GOL,1,608.6,60.86,38.34,586.08,2021-07-01
LINE000000015240,7be8418d-f639-469d-a7d0-9e16dcf163ca,IPH202101-128-SPA,1,683.87,34.19,45.48,695.16,2020-10-18
LINE000000015241,c5de8334-bbe1-41a8-a18c-8e699d89d67b,MAC202101-512-GOL,1,1752.22,175.22,110.39,1687.39,2019-08-27
LINE000000015242,0a2ca3d2-e32a-4110-ad24-2464a2fa3c09,IPD202101-512-BLA,1,1955.42,0.0,136.88,2092.3,2022-09-22
LINE000000015243,aafd717e-8042-4d9d-bdc7-da0099abaeca,IPD202101-256-BLU,1,357.62,35.76,22.53,344.39,2023-05-26
LINE000000015244,4c4f5aba-3317-47b4-a801-7852895870e3,MAC202101-128-GOL,1,1024.9,51.25,68.16,1041.81,2023-05-18
LINE000000015245,52a75b2f-bb19-449d-9465-df33702e3d99,DSP202101-27inch,1,1506.76,75.34,100.2,1531.62,2023-01-21
LINE000000015246,b9477e5b-1258-4293-b174-bfa8d27e9fe0,MAC202101-256-BLA,1,1251.23,62.56,83.21,1271.88,2023-06-19
LINE000000015247,7af39458-f141-4aa7-8ab2-ce8d2a5a0392,IPH202101-128-BLA,1,787.11,39.36,52.34,800.09,2021-09-22
LINE000000015248,b75d434f-3ec7-4f84-87ac-269da9b181b9,IPD202101-128-BLA,1,1424.98,142.5,89.77,1372.25,2021-10-27
LINE000000015249,f25e1b50-2669-44f9-a742-6b6d2a7098a8,DSP202101-27inch,1,935.25,0.0,65.47,1000.72,2023-12-13
LINE000000015250,41849365-4d17-4247-a363-b0d58d953cf7,MAC202101-512-BLU,1,1439.75,143.97,129.58,1425.36,2024-08-27
LINE000000015251,93d7b107-3d5c-44f0-880f-c524dd1436d1,MAC202101-128-SPA,1,1323.35,132.34,119.1,1310.11,2024-11-20
LINE000000015252,756236d3-cb10-4330-b029-d43335261472,IPD202101-128-BLU,1,857.12,85.71,77.14,848.55,2024-09-28
LINE000000015253,221d2f74-3e82-4f4f-a3f5-2119048b0d64,IPH202101-256-BLU,1,341.97,0.0,23.94,365.91,2019-08-16
LINE000000015254,ca3274e4-5ccf-425d-930b-21d5609743c6,IPH202101-256-SIL,1,1193.73,119.37,75.21,1149.57,2021-05-30
LINE000000015255,516920ab-942b-4405-86a1-b76c5bdc0e15,MAC202101-128-BLA,1,661.44,33.07,43.99,672.36,2022-12-25
LINE000000015256,b7db5410-fcf5-431f-849d-2332e5ae6c88,IPH202101-256-SPA,1,1679.33,83.97,111.68,1707.04,2023-08-16
LINE000000015257,8da0c57f-08dc-45f8-8150-0f80076130a6,MAC202101-512-GOL,1,452.15,45.22,28.49,435.42,2023-10-16
LINE000000015258,4df7cbde-3d5d-41bd-9cf5-d3806bf76db9,HMP202101-STD,1,1535.4,0.0,107.48,1642.88,2019-09-21
LINE000000015259,f85e45b3-74e8-45d7-9de9-934994498367,MAC202101-128-GOL,1,1256.76,125.68,79.18,1210.26,2019-11-09
LINE000000015260,1bcab9f0-8ab2-4062-95c5-45d06331f9f5,IPD202101-512-BLU,1,1888.68,94.43,125.6,1919.85,2021-10-02
LINE000000015261,c783ed62-ce66-4542-815b-366f561b47c2,MAC202101-256-SPA,1,1680.91,0.0,117.66,1798.57,2024-08-16
LINE000000015262,2dd0be5f-3459-4376-ac11-68c8ab1b532c,DSP202101-27inch,1,1251.85,125.19,78.87,1205.53,2022-06-06
LINE000000015263,93bce12f-99f6-43d1-9506-d98b733f3a13,IPD202101-128-BLA,1,689.31,68.93,43.43,663.81,2021-07-01
LINE000000015264,631b2bbe-5502-444a-8c44-2730c6d6c13e,MAC202101-128-SIL,1,1460.61,73.03,97.13,1484.71,2024-07-03
LINE000000015265,5549c8f9-147c-498c-b23a-c4aa0344fa4f,IPD202101-256-BLU,1,401.87,40.19,25.32,387.0,2023-09-04
LINE000000015266,5a5e2a5c-cf20-4a5a-be8c-6befed99ed0e,IPH202101-128-BLU,1,1972.02,197.2,124.24,1899.06,2023-03-09
LINE000000015267,20f5f90d-329c-437f-9c17-dc59b0023355,IPD202101-256-GOL,1,939.54,46.98,62.48,955.04,2024-11-25
LINE000000015268,aa840cac-b172-4dbb-8af3-bc7ad2709cdf,TV202101-STD,1,933.59,46.68,62.08,948.99,2024-11-01
LINE000000015269,e716bf3b-ff81-4b9c-b382-bc69e08edf9b,MAC202101-512-SIL,1,1666.88,83.34,110.85,1694.39,2024-07-05
LINE000000015270,ec7d4561-ed69-4b59-b70d-33a5be5dd1fe,MAC202101-512-SPA,1,1095.4,0.0,76.68,1172.08,2024-07-19
LINE000000015271,fe5b49a9-8302-4d24-8a83-4615b6cf4012,IPD202101-128-SPA,1,827.95,41.4,55.06,841.61,2024-09-18
LINE000000015272,2c231e27-f304-4973-8afd-b2bb48f7abef,IPD202101-512-SIL,1,454.46,22.72,30.22,461.96,2024-09-23
LINE000000015273,4e7a6e47-b62c-40b5-a65f-c0e75cf856a8,MAC202101-128-BLA,1,1352.33,0.0,94.66,1446.99,2024-09-18
LINE000000015274,04223309-ce6a-4d2b-b8b1-8b843a9b425c,IPD202101-256-BLA,1,1467.81,73.39,97.61,1492.03,2023-04-25
LINE000000015275,81fac80c-1d40-4dd1-9bd4-725a97b72858,IPD202101-256-SIL,1,1435.13,143.51,90.41,1382.03,2021-08-09
LINE000000015276,8a1c7192-6b1b-480a-886a-95bcc4b60039,IPD202101-512-SPA,1,1468.75,0.0,102.81,1571.56,2019-09-17
LINE000000015277,a39f8cbd-ccca-4633-b69c-30717bbb3bba,MAC202101-128-BLA,1,1036.03,103.6,65.27,997.7,2024-10-13
LINE000000015278,57556cfd-dc4a-4d12-bb05-f1104ef40cd3,IPD202101-512-SPA,1,338.34,0.0,23.68,362.02,2021-10-02
LINE000000015279,ce1ad8fc-6712-49f2-9aa9-2e9e09f4aef8,IPH202101-128-SIL,1,434.17,21.71,28.87,441.33,2024-09-19
LINE000000015280,3b7c68de-d553-4720-8493-12b6965879ba,MAC202101-512-SIL,1,1308.44,65.42,87.01,1330.03,2019-09-17
LINE000000015281,2b1915a6-94f6-49b7-9b39-fd8ec1fdc6da,DSP202101-32inch,1,1260.64,0.0,88.24,1348.88,2021-10-20
LINE000000015282,79945504-1e9e-4d86-807a-42c8624fe54a,IPH202101-256-BLU,1,1261.12,0.0,88.28,1349.4,2023-05-30
LINE000000015283,9daa3aa3-7115-49be-bc60-54dd88a9833e,IPD202101-256-SIL,1,1218.72,121.87,76.78,1173.63,2023-10-26
LINE000000015284,9e6be22c-25b5-4b34-afb0-4b4d753a43ad,IPH202101-512-BLA,1,1327.17,66.36,88.26,1349.07,2018-10-08
LINE000000015285,3dc11465-0eed-4578-955e-eed7a655b9a1,MAC202101-256-BLU,1,1457.22,72.86,96.91,1481.27,2023-11-14
LINE000000015286,a3a59115-20ed-4ff9-acad-c5e8ae8fb634,ACC202101-STD,1,1563.55,156.36,98.5,1505.69,2024-10-02
LINE000000015287,2acc4417-5134-4f6e-9859-1e24e72966dc,MAC202101-512-BLU,1,980.47,0.0,68.63,1049.1,2024-09-01
LINE000000015288,e4dcd9a7-1abd-405c-82e3-efdef5c6956b,MAC202101-512-SIL,1,1993.92,0.0,199.39,2193.31,2020-03-11
LINE000000015289,68662bd7-e028-4986-8015-c28268b02a3b,IPH202101-256-BLA,1,522.12,52.21,46.99,516.9,2022-11-07
LINE000000015290,7004e9d3-5896-4e67-8b72-1a27f7b1054f,MAC202101-256-BLU,1,337.64,16.88,57.74,378.5,2024-03-02
LINE000000015291,9922a3d7-cf98-43ca-8b83-8590f5005013,IPH202101-512-BLU,1,1657.61,82.88,110.23,1684.96,2022-02-08
LINE000000015292,6cfe23c9-8eec-4be6-9129-43adb97ddf3e,IPH202101-128-GOL,1,1593.32,159.33,100.38,1534.37,2022-10-09
LINE000000015293,ec1057df-e666-4da2-9ab2-1a25f3af2076,MAC202101-128-SIL,1,1359.5,135.95,85.65,1309.2,2024-10-03
LINE000000015294,8aa83a4a-8ee1-4a82-8b94-88b30b2544bd,IPH202101-256-SIL,1,1750.08,175.01,283.51,1858.58,2024-08-05
LINE000000015295,aeaed19f-9e1e-4a10-9204-e89d42f6aca2,IPH202101-512-GOL,1,539.77,53.98,87.44,573.23,2024-10-25
LINE000000015296,054ea4e4-2821-4e1f-823d-3de282a07802,IPH202101-512-SIL,1,342.76,0.0,61.7,404.46,2024-11-09
LINE000000015297,01f3dc85-9ea1-4dd6-bb54-0001fcc6a4b8,TV202101-STD,1,1996.32,0.0,199.63,2195.95,2019-01-09
LINE000000015298,c7ce5645-5c6b-4100-aa00-c896effee168,MAC202101-256-GOL,1,1644.41,82.22,156.22,1718.41,2017-04-30
LINE000000015299,76c8cb19-5a5c-4ee2-bd74-e7479e02cdd1,IPD202101-512-GOL,1,1359.13,135.91,85.63,1308.85,2021-10-29
LINE000000015300,96cfdb7f-6b6f-4ff5-8bb0-aa51dc8c8fe2,MAC202101-128-SPA,1,1751.53,175.15,110.35,1686.73,2021-09-16
LINE000000015301,df3f0288-ebb7-4418-a3d7-9de69f38acbe,IPH202101-128-GOL,1,546.94,0.0,38.29,585.23,2022-08-02
LINE000000015302,aca0d2d5-53b8-43e0-a92f-2b027d7805c8,IPH202101-128-SIL,1,392.26,39.23,24.71,377.74,2022-03-10
LINE000000015303,6d1df07b-1500-4444-b312-17734003107d,IPH202101-256-SPA,1,520.35,26.02,34.6,528.93,2023-09-22
LINE000000015304,2597bf5a-2434-4ff0-a3bb-79754a3345b6,IPD202101-512-SIL,1,305.98,30.6,19.28,294.66,2021-10-16
LINE000000015305,600e0a06-6add-49b4-a2ab-dd7d2a1920ee,IPD202101-512-SIL,1,561.36,28.07,37.33,570.62,2021-11-12
LINE000000015306,576cfafd-0cf1-4eca-960f-9be0b30d0b69,IPH202101-128-SIL,1,1079.36,53.97,71.78,1097.17,2024-05-11
LINE000000015307,d1ae3d6a-2631-4767-b0e5-79e5fe7c490e,WCH202101-45mm,1,510.62,0.0,35.74,546.36,2024-04-26
LINE000000015308,2058dcc5-43a7-4636-a434-984523a9f200,IPD202101-128-GOL,1,1658.9,0.0,116.12,1775.02,2020-11-04
LINE000000015309,fa2c14d8-e707-4b23-bf61-e3863ab6a4ea,IPD202101-256-GOL,1,883.53,88.35,55.66,850.84,2024-09-19
LINE000000015310,d6eae70a-ecad-4e37-b21e-92c879cd3778,IPD202101-256-BLA,1,1799.63,179.96,113.38,1733.05,2024-12-30
LINE000000015311,99e00166-a3dc-4904-9f21-5e48b2ab595b,ACC202101-STD,2,1629.33,162.93,216.7,3312.43,2024-11-22
LINE000000015312,ddf28a99-e16c-495c-97a0-faccb63c30cb,IPD202101-128-GOL,1,1063.12,53.16,70.7,1080.66,2024-11-23
LINE000000015313,744d3a0f-c789-4280-825c-7d4aa4757740,IPH202101-128-BLA,1,897.73,0.0,62.84,960.57,2019-08-05
LINE000000015314,57d20aae-387e-4d48-9544-65683473bae8,IPH202101-512-BLU,1,608.45,60.85,38.33,585.93,2024-09-21
